artist,Biography,Listeners,Playcount,Similar Artists
Fantan Mojah,"Fantan Mojah is a rising reggae star, he hails from Kingston but was born Owen Moncrieffe in St. Elizabeth, Jamaica. Inspired by artist like Bob Marley, Burning Spear, Buju Banton, Capleton and Sizzla. Fantan Mojah has alsways been very motivated by music, he also is a strong religious man. Those two factors combined is Fantan Mojah, it is how he makes his powerful Reggae/Dancehall music. He signed with Greensleeves Records and in November 2005 Fantan Mojah released his debut album 'Hail The King', containing the No. 1 hit single 'Hungry'. <a href=""https://www.last.fm/music/Fantan+Mojah"">Read more on Last.fm</a>",144465,1102455,"['Richie Spice', 'Jah Cure', 'Bushman', 'Morgan Heritage', 'Tarrus Riley']"
Keko Musik," <a href=""https://www.last.fm/music/Keko+Musik"">Read more on Last.fm</a>",434,1322,"['NAYHLO', 'Seguí', 'Los G4', 'Jovaan', 'Smash Hits']"
Daddy Yankee,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1977), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man <a href=""https://www.last.fm/music/Daddy+Yankee"">Read more on Last.fm</a>",1818570,37604622,"['Don Omar', 'Wisin & Yandel', 'Plan B', 'Tito ""El Bambino""', 'Nicky Jam']"
Jory Boy," <a href=""https://www.last.fm/music/Jory+Boy"">Read more on Last.fm</a>",113375,1075623,"['Ñengo Flow', 'J Alvarez', 'Brytiago', 'Gigolo y La Exce', 'Nova y Jory']"
Notch,"There are 3 artists named Notch. 

1) NOTCH is a Reggae/Dancehall/ Reggaeton artist who released the album The Feeling, featuring the single ""I Wanna Kool You"". http://www.rockfort.com/

2) Notch were an electronic band from Gothenburg (formed in 1994/95), Sweden with Johannes Hedberg, Daniel Ringström, Mikael Lindqvist of bands such as Carbon Based Lifeforms, DigiDroids and Thermostatic.

3.Notch (UK) is an alternative/synthpop/experimental artist <a href=""https://www.last.fm/music/Notch"">Read more on Last.fm</a>",66630,388810,"['Mr. Vegas', 'Serani', 'Gyptian', 'Beenie Man', 'Konshens']"
Tex,"There are at least two artist that go by the name TEX. Two are mentioned below.

I. Tex Drieschner is a Berlin-based singer, songwriter, and musician who also has expertise in mathematics and cartooning and has been active in music since 2008. He has since released quite a catalogue of music. He hosts TV noir which brings together singer-songwriters in an intimate performance-style.

http://texorama.de/


II. TEX is a power trio with a long musical experience. <a href=""https://www.last.fm/music/Tex"">Read more on Last.fm</a>",25091,235544,"['Francesco Wilking', 'Yasmine Tourist', 'Florian Ostertag', 'Wolfgang Müller', 'Moritz Krämer']"
Blackout JA," <a href=""https://www.last.fm/music/Blackout+JA"">Read more on Last.fm</a>",1956,8988,"['Solo Banton', 'Krak In Dub', 'Gappy Ranks', 'Perfect Giddimani', 'Iba Mahr']"
Dread Mar I," <a href=""https://www.last.fm/music/Dread+Mar+I"">Read more on Last.fm</a>",123133,2329088,"['Los Cafres', 'Gondwana', 'Nonpalidece', 'Cultura Profética', 'Los Pericos']"
Flox,"Flox is an anglo-french artist making dubby grimey music. <a href=""https://www.last.fm/music/Flox"">Read more on Last.fm</a>",35758,316215,"['Soom T', 'Blundetto', 'Biga Ranx', 'Brain Damage', 'Manudigital']"
Guelo Star,"Nació en Ponce, Puerto Rico el 19 de septiembre del 1981. Guelo Star como se le conoce en el ambiente artístico comienza a la edad de 13 años a dar sus primeros pasos cantando entre sus amigos en la escuela intermedia. Ya estando en la superior a través de un amigo conoce al famoso productor Dj Blass y forma parte del grupo llamado ""ria 51"". En este grupo participan integrantes de la talla de Chencho y Maldy, Great Kilo, Sr Speddy, Jay King, Blade Pacino & Maxi Man entre otros. <a href=""https://www.last.fm/music/Guelo+Star"">Read more on Last.fm</a>",15023,55041,"['Polaco', 'Yomo', 'Franco ""El Gorila""', 'Wibal & Alex', 'Yaga y Mackie']"
Eli Palacios," <a href=""https://www.last.fm/music/Eli+Palacios"">Read more on Last.fm</a>",27,197,"['ANDINAMARKA', 'Pedro Castro Silva', 'Marqués', 'La Rumba', 'Sethler']"
Black Jonas Point," <a href=""https://www.last.fm/music/Black+Jonas+Point"">Read more on Last.fm</a>",3238,24708,"['Poeta Callejero', 'Lapiz Conciente', 'El Mayor Clasico', 'Dowba Montana', 'Martin Lora']"
LEJ," <a href=""https://www.last.fm/music/LEJ"">Read more on Last.fm</a>",700,4648,"['Emerald Gemerald', 'Mok3ysnip3r', 'Zipp', 'Skeptation', 'Also Gaming Merchant']"
Redimi2,"Nace el 3 de junio del 1979, en la cuidad de Santo Domingo, Republica Dominicana. Su verdadero nombre Willy González Cruz. En su crecimiento se desarrollo en las artes como el dibujo, danza, pintura y teatro. 
Llego a ser uno de los más brillantes estudiantes de su escuela primaria y ya a sus 12 años siente la inclinación por la música Rap. A sus 15 años este estilo de música se convierte en su favorita. Ya a los 17 y 18 años Willy pasaba la mayor parte de su tiempo en fiestas y discotecas <a href=""https://www.last.fm/music/Redimi2"">Read more on Last.fm</a>",19698,368395,"['MaDiel LaRa', ""Christine D'Clario"", 'Triple Seven', 'Rescate', 'Vino Nuevo']"
10 Ft. Ganja Plant,"10 Ft. Ganja Plant albums never offer musician credits, but the group's identity is no secret: This is a side project by members of John Brown's Body, one of the finest roots reggae bands in America. Usually side projects represent something of a stylistic departure, but in the case of John Brown's Body, the variation sounds an awful lot like the theme - not that that's a bad thing by any means. What does seem to set 10 Ft. Ganja Plant apart from its parent organization is an even greater emphasis on mystical <a href=""https://www.last.fm/music/10+Ft.+Ganja+Plant"">Read more on Last.fm</a>",216317,2515715,"['Bob Andy', 'The Viceroys', ""Mo'kalamity"", 'Israel Vibration', 'Althea & Donna']"
El Kuelgue,"El Kuelgue was formed in Buenos Aires, Argentina in the year 2004, as the result of a lyrical and musical pursuit which main force is improvisation.
From the beginning, they’ve played in many different stages in Buenos Aires and surroundings, and performing also on radio and television.
In three years, El Kuelgue has performed with argentinian artists like Javier Calamaro, Gillespie, Horacio Fontova,  Pablo Dacal ,  Venlucia , Liliana Herrero  and Alejandro Franov , among others. <a href=""https://www.last.fm/music/El+Kuelgue"">Read more on Last.fm</a>",51182,1750755,"['Conociendo Rusia', 'Gauchito Club', 'Nafta', 'El Zar', '1915']"
Maldy,"A member of the Reggaeton Duo Plan B. He released a solo album titled Reggaeton De Markesina in 2007. <a href=""https://www.last.fm/music/maldy"">Read more on Last.fm</a>",16901,93983,"['DJ Joe', 'Jamsha', 'KEVVO', 'Sammy & Falsetto', 'Gotay ""El Autentiko""']"
Baby Rasta y Gringo,"Baby Rasta y Gringo, real names Wilmer Alicea and Samuel Gerena, respectively, are a Reggaeton duo from Puerto Rico, famous for their track El Carnaval (The Carnival). They have released three albums, New Prophecy in 1998, Fire Live in 2003 and Sentenciados in 2004. Sentenciados came out in both parental advisory and edited versions, and a ""platinum version"", including a bonus DVD, was released in 2005. Even though their first album came out in 1998, they started recording together in an album produced by DJ Negro, The Noise. <a href=""https://www.last.fm/music/Baby+Rasta+y+Gringo"">Read more on Last.fm</a>",49579,216260,"['Alexis & Fido', 'J Alvarez', 'Wisin & Yandel', 'Zion', 'Alexis y Fido']"
Ricky Martin,"Ricky Martin (born in San Juan, Puerto Rico on December 24, 1971 as Enrique Martin Morales), is a successful Puerto Rican pop singer who rose to fame, first as a member of the Latin boy band Menudo, then as a solo artist since 1990. He has sold over 95 million albums since the start of his career. He is widely regarded as the King of Latin Pop, and is considered to have opened the doors for some of his fellow Latin American singers like Jennifer Lopez and Shakira. <a href=""https://www.last.fm/music/Ricky+Martin"">Read more on Last.fm</a>",1367439,14571375,"['Chayanne', 'Alejandro Sanz', 'Enrique Iglesias', 'Luis Fonsi', 'Cristian Castro']"
Chino & Nacho,"Chino & Nacho is a Venezuelan pop duo, consisting of Jesús Alberto Miranda Perez (Chino - born November 15, 1984) and Miguel Ignacio Mendoza (Nacho - born August 22, 1983). In 2010, the group won the Latin Grammy Award under the category of Best Urban Music Album for their album, Mi Niña Bonita.

Before making a duo, Chino and Nacho were both part of a boy band Calle Ciega. That was where they started their musical career, and released five albums, and had their hit single, Mi Cachorrita. <a href=""https://www.last.fm/music/Chino+&+Nacho"">Read more on Last.fm</a>",201021,1881989,"['Joey Montana', 'Daddy Yankee', 'Angel y Khriz', 'Wisin', 'Piso 21']"
Jorge Luis Chacin," <a href=""https://www.last.fm/music/Jorge+Luis+Chacin"">Read more on Last.fm</a>",4347,41113,"['Free Cover Venezuela', 'Nelson Arrieta', 'Caibo', 'Rafael ""Pollo"" Brito', 'Luis Fernando Borjas']"
Victor Muñoz,"Víctor Muñoz was born on May 1 in Caracas-Venezuela.

Artist of birth, life lover and scenarios, adventurer and dreamer, Victor Muñoz began his artistic training at 4 years of age and has since embarked on a journey himself, touring the magical and mysterious ways of making music with your guitar and his voice as baggage. After racks, the trip has been developed in parallel paths no less complex and enigmatic character relationships sentimental which builds and mastered to perfection <a href=""https://www.last.fm/music/+noredirect/Victor+Mu%C3%B1oz"">Read more on Last.fm</a>",9534,93464,"['Tecupae', 'Voz Veis', 'Los Pelaos', 'Bembe Orquesta', 'Yordano']"
Oques Grasses," <a href=""https://www.last.fm/music/Oques+Grasses"">Read more on Last.fm</a>",22856,995566,"['Figa Flawas', 'The Tyets', 'Manel', 'Antònia Font', 'La Pegatina']"
Khoe Wa," <a href=""https://www.last.fm/music/Khoe+Wa"">Read more on Last.fm</a>",5942,51228,"['KanDee', 'Tiburk', 'Dubanko', 'Jungle Weed', 'Miniman']"
ChocQuibTown,"Choc Quib Town es una agrupación que conjuga el sonido rural con el hip hop. Rumba, flow y mucha energía, eso es lo que proyectan estos jóvenes que vienen desde el pacifico en cada aparición. Un sonido autentico lleno de calle y alegría, de bembé y matices de la selva espesa afro colombiana. Choc Quib Town (Chocó Quibdo Nuestro pueblo). Con su nombre rinden homenaje a la tierra donde nacieron, Chocó, zona de sabor y de corazones abiertos, de lagrimas y de mucha lucha y de gente con deseos de superación. <a href=""https://www.last.fm/music/+noredirect/ChocQuibTown"">Read more on Last.fm</a>",42222,338161,"['Carlos Vives', 'The Mills', 'Fonseca', 'Bomba Estéreo', 'Andrés Cepeda']"
Bootleg Rascal,"Bootleg Rascal are an Australian East Coast-based band comprising of long-time collaborators and friends Carlos Lara and Jimmy Young. 

Taking cues from the likes of staple influences Gorillaz, Kid Cudi and Massive Attack, the duo combines an eclectic mix of hip hop, reggae, indie-rock, dub and electronica; all while simultaneously delivering a cohesive sound they make their own. <a href=""https://www.last.fm/music/Bootleg+Rascal"">Read more on Last.fm</a>",61171,678330,"['Shag Rock', 'Dope Lemon', 'Old Mervs', 'Pacific Avenue', 'Winston Surfshirt']"
Alkilados,"Juan, Lucho, JuanMa, Xavi y Eche son los 5 ALKILADOS Colombianos que pretenden llevar al mundo un sonido PURA PLAYA.

ALKILADOS se lanzó al mercado el 26 de junio de 2011 en el Eje Cafetero - Colombia, su sonido pop con influencias de reggae, soka, dancehall y todos los sonidos urbanos que les permita trasladarse al caribe, los lleva a lograr con su primer sencillo SOLA, los primeros lugares de la radio en Colombia, Venezuela y Ecuador.

Su Música <a href=""https://www.last.fm/music/Alkilados"">Read more on Last.fm</a>",63884,578128,"['Rayo & Toby', 'Ñejo & Dalmata', 'Mike Bahía', 'Andy Rivera', 'Dalmata']"
Gabriela Rocha,"Gabriela Rocha Corrêa Moreira (São Paulo, 13 de março de 1994), é uma cantora e compositora brasileira de música cristã contemporânea.

Começou a se tornar conhecida através do concurso Jovens Talentos, no programa de televisão do Raul Gil, onde ingressou em março de 2006 e o venceu em maio de 2007. Desde então, vem sendo um dos maiores nomes da música gospel nacional, emplacando vários hits de sucesso, tanto em carreira solo quanto em dueto a outros artistas. <a href=""https://www.last.fm/music/Gabriela+Rocha"">Read more on Last.fm</a>",73300,2042650,"['Casa Worship', 'Morada', 'Fernandinho', 'Gabriel Guedes de Almeida', 'Isaias Saad']"
Eddy Grant,"Eddy Grant (b. 1948) is a Guyanese musician.

Born Edmond Montague Grant on the 5th March 1948 in Plaisance, Guyana, he emigrated with parents to London, England when he was still young.  As a teenager he formed the multi-racial group The Equals. He sported dyed blonde hair, and had his first million-selling number-one hit in 1968, when he was the lead guitarist and main songwriter with his song ""Baby Come Back"". Grant openly used his songwriting for political purposes <a href=""https://www.last.fm/music/Eddy+Grant"">Read more on Last.fm</a>",403240,2326515,"['Johnny Hates Jazz', 'UB40', 'Bucks Fizz', 'Billy Ocean', 'Fine Young Cannibals']"
Mara TK,"Mara TK is Maori-Scottish musician Mara Te Kahika (of Ngāi Tahu, Ngāti Kahungunu and Tainui ancestry, born in Auckland in the mid-1980). As well as solo work, he is singer and guitarist for Electric Wire Hustle and has recorded with Pacific Heights, Wild Bill Ricketts, Julien Dyne, and more.  He is the son of Billy TK (guitarist for bands such as Human Instinct, Powerhouse and Wharemana).  

His debut solo album, ‘Bad Meditation’, was released 7 May 2021. <a href=""https://www.last.fm/music/Mara+TK"">Read more on Last.fm</a>",18059,75086,"['Arjuna Oakes', 'Brién', 'Ché-Fu', 'Bright & Findlay', 'Clear Path Ensemble']"
Natiruts,"Natiruts are a popular reggae band formed in Brasília, Brazil in 1996. Alexandre Carlo invited his soccer friends from Brasilia city in order to begin a new band in Brazil's capital. They are Luis Mauricio (bass) and Bruno Dourado (percussion). Later, the group 'enlisted' some new members: Izabella Rocha (backing vocals) and Kiko Peres (solo electric guitar). The first album (Nativus) was released in 1997.

On the following albums (Verbalize - 2001 and Quatro - 2002) Tonho Gebara participated (solo electric guitar). <a href=""https://www.last.fm/music/Natiruts"">Read more on Last.fm</a>",424628,13097451,"['Maneva', 'Planta e Raiz', 'Chimarruts', 'Maskavo', 'Armandinho']"
